recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,unit_id,source_raw_audio,event_id,event_range,gesture_id,unit_start_s,unit_end_s,slate_start_s,slate_end_s,next_slate_start_s,suggested_clean_start_s,suggested_clean_end_s,tail_end_s,split_plan_role,source_boundary_policy,requires_human_confirmation,not_executed,not_recording_segments,not_sample_assets,review_only,production_grade,file_id,source_audio,take_id,guqin_start_s,expected_sample_type,is_terminal_take,terminal_boundary_policy,terminal_unit_end_s,terminal_reason,next_slate_marker_source,planned_unit_start_s,planned_unit_end_s,planned_clean_start_s,planned_clean_end_s,boundary_unlinked,notes,updated_at
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T001,001,RS_XWC_002_001,T001,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,0.890,11.090,0.890,4.290,11.090,4.290,11.090,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T001,,,false,,,,reviewed_marker,0.890,11.090,4.290,11.090,true,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T002,002,RS_XWC_002_002,T002,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,12.140,22.110,12.140,15.950,22.110,15.950,22.110,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T002,,,false,,,,reviewed_marker,12.140,22.110,15.950,22.110,true,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T003,003,RS_XWC_002_003,T003,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,22.760,38.580,22.760,27.680,38.580,27.680,38.580,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T003,,,false,,,,reviewed_marker,22.760,38.580,27.680,38.580,false,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T004,004,RS_XWC_002_004,T004,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,38.580,48.140,38.580,40.880,48.140,40.880,48.140,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T004,,,false,,,,reviewed_marker,38.580,48.140,40.880,48.140,false,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T005,005,RS_XWC_002_005,T005,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,48.140,57.520,48.140,49.540,57.520,49.540,57.520,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T005,,,false,,,,reviewed_marker,48.140,57.520,49.540,57.520,false,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T006,006,RS_XWC_002_006,T006,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,57.520,67.320,57.520,59.930,67.320,59.930,67.320,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T006,,,false,,,,reviewed_marker,57.520,67.320,59.930,67.320,false,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T007,007,RS_XWC_002_007,T007,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,67.320,78.060,67.320,69.360,78.060,69.360,78.060,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T007,,,false,,,,reviewed_marker,67.320,78.060,69.360,78.060,false,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T008,008,RS_XWC_002_008,T008,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,78.060,88.700,78.060,80.560,88.700,80.560,88.700,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T008,,,false,,,,reviewed_marker,78.060,88.700,80.560,88.700,false,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T009,009,RS_XWC_002_009,T009,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,88.700,100.060,88.700,90.710,100.060,90.710,100.060,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T009,,,false,,,,reviewed_marker,88.700,100.060,90.710,100.060,false,,2026-06-19T00:16:25.883166+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch01,T010,010,RS_XWC_002_010,T010,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,,,,100.060,115.170476,100.060,102.060,115.170476,102.060,115.170476,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAxX1QwMDEtVDAxMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch01_T001-T010.wav,T010,,,true,raw_end,115.170476,no_next_slate_in_batch,terminal_raw_end,100.060,115.170476,102.060,115.170476,false,,2026-06-19T00:16:25.883166+00:00
