recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,marker_id,marker_type,time_s,source,review_status,review_only,production_grade,updated_at,file_id,batch_take_no,script_id,unit_id,source_raw_audio,source_audio,take_id,event_id,event_range,gesture_id,expected_sample_type,unit_status,marker_label_zh,confidence,nudge_total_ms,notes,training_value_class,not_sample_assets
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T041,T041:slate_start,slate_start,0.000,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,001,RS_XWC_002_041,T041,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T041,,,,,confirmed,口播起始,0.808375,0,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T041,T041:slate_end,slate_end,3.000,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,001,RS_XWC_002_041,T041,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T041,,,,,confirmed,口播结束,0.808375,0,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T041,T041:next_slate_start,next_slate_start,11.700,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,001,RS_XWC_002_041,T041,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T041,,,,,confirmed,下一口播起始,0.808375,0,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T042,T042:slate_start,slate_start,11.700,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,002,RS_XWC_002_042,T042,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T042,,,,,confirmed,口播起始,0.964461,0,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T042,T042:slate_end,slate_end,14.500,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,002,RS_XWC_002_042,T042,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T042,,,,,confirmed,口播结束,0.964461,0,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T042,T042:next_slate_start,next_slate_start,21.000,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,002,RS_XWC_002_042,T042,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T042,,,,,confirmed,下一口播起始,0.964461,0,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T043,T043:slate_start,slate_start,21.000,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,003,RS_XWC_002_043,T043,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T043,,,,,confirmed,口播起始,0.963914,0,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T043,T043:slate_end,slate_end,23.140,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,003,RS_XWC_002_043,T043,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T043,,,,,confirmed,口播结束,0.963914,0,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T043,T043:next_slate_start,next_slate_start,29.820,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,003,RS_XWC_002_043,T043,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T043,,,,,confirmed,下一口播起始,0.963914,-3200,,review_only_boundary_draft,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T044,T044:slate_start,slate_start,30.020,asr_candidate,accepted,true,false,2026-06-19T11:26:31.646547+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,004,RS_XWC_002_044,T044,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T044,,,,,confirmed,口播起始,0.57962,-3000,,review_only_boundary_draft,true
