recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,unit_id,source_raw_audio,event_id,event_range,gesture_id,unit_start_s,unit_end_s,slate_start_s,slate_end_s,next_slate_start_s,suggested_clean_start_s,suggested_clean_end_s,tail_end_s,split_plan_role,source_boundary_policy,requires_human_confirmation,not_executed,not_recording_segments,not_sample_assets,review_only,production_grade,file_id,source_audio,take_id,guqin_start_s,expected_sample_type,is_terminal_take,terminal_boundary_policy,terminal_unit_end_s,terminal_reason,next_slate_marker_source,planned_unit_start_s,planned_unit_end_s,planned_clean_start_s,planned_clean_end_s,boundary_unlinked,notes,updated_at
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T041,001,RS_XWC_002_041,T041,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,0.000,11.700,0.000,3.000,11.700,3.000,11.700,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T041,,,false,,,,reviewed_marker,0.000,11.700,3.000,11.700,false,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T042,002,RS_XWC_002_042,T042,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,11.700,21.000,11.700,14.500,21.000,14.500,21.000,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T042,,,false,,,,reviewed_marker,11.700,21.000,14.500,21.000,false,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T043,003,RS_XWC_002_043,T043,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,21.000,29.820,21.000,23.140,29.820,23.140,29.820,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T043,,,false,,,,reviewed_marker,21.000,29.820,23.140,29.820,true,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T044,004,RS_XWC_002_044,T044,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,30.020,39.900,30.020,31.520,39.900,31.520,39.900,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T044,,,false,,,,reviewed_marker,30.020,39.900,31.520,39.900,false,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T045,005,RS_XWC_002_045,T045,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,39.900,50.000,39.900,42.000,50.000,42.000,50.000,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T045,,,false,,,,reviewed_marker,39.900,50.000,42.000,50.000,false,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T046,006,RS_XWC_002_046,T046,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,50.000,59.420,50.000,51.220,59.420,51.220,59.420,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T046,,,false,,,,reviewed_marker,50.000,59.420,51.220,59.420,true,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T047,007,RS_XWC_002_047,T047,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,59.520,68.460,59.520,60.870,68.460,60.870,68.460,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T047,,,false,,,,reviewed_marker,59.520,68.460,60.870,68.460,true,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T048,008,RS_XWC_002_048,T048,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,68.560,77.700,68.560,70.500,77.700,70.500,77.700,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T048,,,false,,,,reviewed_marker,68.560,77.700,70.500,77.700,true,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T049,009,RS_XWC_002_049,T049,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,77.900,87.820,77.900,80.000,87.820,80.000,87.820,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T049,,,false,,,,reviewed_marker,77.900,87.820,80.000,87.820,false,,2026-06-19T11:26:31.646547+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch05,T050,010,RS_XWC_002_050,T050,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,,,,87.820,100.309705,87.820,90.140,100.309705,90.140,100.309705,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA1X1QwNDEtVDA1MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,T050,,,true,raw_end,100.309705,no_next_slate_in_batch,terminal_raw_end,87.820,100.309705,90.140,100.309705,false,,2026-06-19T11:26:31.646547+00:00
