recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,unit_id,source_raw_audio,event_id,event_range,gesture_id,expected_sample_type,slate_start_s,slate_end_s,guqin_start_s,tail_end_s,next_slate_start_s,review_status,review_only,production_grade,not_sample_assets,updated_at,file_id,source_audio,take_id,unit_source,unit_status,boundary_unlinked,is_terminal_take,terminal_boundary_policy,terminal_unit_end_s,terminal_reason,next_slate_marker_source,not_sample_ingest,not_recording_segments,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T031,001,RS_XWC_002_031,T031,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,0.000,3.000,,,10.240,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T031,asr_candidate,confirmed,true,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T032,002,RS_XWC_002_032,T032,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,10.500,14.790,,,21.640,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T032,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T033,003,RS_XWC_002_033,T033,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,21.640,23.840,,,30.930,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T033,asr_candidate,confirmed,true,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T034,004,RS_XWC_002_034,T034,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,30.980,33.580,,,40.650,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T034,asr_candidate,confirmed,true,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T035,005,RS_XWC_002_035,T035,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,40.600,42.840,,,50.000,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T035,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T036,006,RS_XWC_002_036,T036,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,50.000,51.430,,,59.730,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T036,asr_candidate,confirmed,true,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T037,007,RS_XWC_002_037,T037,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,59.630,62.680,,,70.560,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T037,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T038,008,RS_XWC_002_038,T038,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,70.560,72.610,,,82.000,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T038,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T039,009,RS_XWC_002_039,T039,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,81.950,83.340,,,90.820,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T039,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch04,T040,010,RS_XWC_002_040,T040,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,,,,,90.820,92.860,,,103.281859,accepted,true,false,true,2026-06-19T11:22:07.699471+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA0X1QwMzEtVDA0MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,T040,asr_candidate,confirmed,false,true,raw_end,103.281859,no_next_slate_in_batch,terminal_raw_end,true,true,
