recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,segment_id,source_split_audio,event_id,event_range,gesture_id,realization_variant,duration_s,segment_status,render_usable,reference_only,unclear,needs_retake,rejected,excluded,human_accepted,reviewed_by,reviewed_at,reject_reason,noise_issue,click_issue,tail_clipped,attack_clipped,slate_residue,wrong_take,review_only,production_grade,not_sample_assets,not_render_executed,not_ml_training_data,updated_at,take_id,source_raw_audio,source_audio,variant,segment_status_label_zh,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T051,001,RS_XWC_002_051,RECD2_BATCH06_T051,clean_previews/T051_clean_preview.wav,XWC_P08_N01,,AN_THUMB_9_GOU_5,clean,7.080,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T051,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T051_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T052,002,RS_XWC_002_052,RECD2_BATCH06_T052,clean_previews/T052_clean_preview.wav,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,clean,9.320,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T052,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T052_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T053,003,RS_XWC_002_053,RECD2_BATCH06_T053,clean_previews/T053_clean_preview.wav,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,clean,8.060,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T053,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T053_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T054,004,RS_XWC_002_054,RECD2_BATCH06_T054,clean_previews/T054_clean_preview.wav,XWC_P08_N03,,SAN_TIAO_7,clean,9.060,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T054,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T054_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T055,005,RS_XWC_002_055,RECD2_BATCH06_T055,clean_previews/T055_clean_preview.wav,XWC_P08_N04,,AN_THUMB_9_GOU_4,clean,6.390,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T055,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T055_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T056,006,RS_XWC_002_056,RECD2_BATCH06_T056,clean_previews/T056_clean_preview.wav,XWC_P08_N04,,AN_THUMB_9_GOU_4,clean,8.760,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T056,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T056_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T057,007,RS_XWC_002_057,RECD2_BATCH06_T057,clean_previews/T057_clean_preview.wav,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,clean,9.230,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T057,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T057_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T058,008,RS_XWC_002_058,RECD2_BATCH06_T058,clean_previews/T058_clean_preview.wav,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,clean,4.820,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T058,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T058_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T059,009,RS_XWC_002_059,RECD2_BATCH06_T059,clean_previews/T059_clean_preview.wav,XWC_P09_N02,,AN_RING_10_QIAQI,clean,3.600,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T059,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T059_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T060,010,RS_XWC_002_060,RECD2_BATCH06_T060,clean_previews/T060_clean_preview.wav,XWC_P09_N02,XWC_P09_N01_to_N02,AN_RING_10_QIAQI,clean,10.040,render_usable,true,false,false,false,false,false,true,,,,false,false,false,false,false,false,true,false,true,true,true,2026-06-20T03:08:19.754736+00:00,T060,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,clean_previews/T060_clean_preview.wav,clean,渲染可用,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
