recording_session_id,recording_id,piece_id,piece_title,qinist_id,qinist_name,batch_id,recording_take_no,batch_take_no,slate_no,script_id,event_id,event_range,gesture_id,normalized_name,realization_variant,expected_sample_type,source_raw_audio,unit_preview_audio,clean_preview_audio,unit_start_s,unit_end_s,clean_start_s,clean_end_s,slate_start_s,slate_end_s,guqin_start_s,tail_end_s,next_slate_start_s,duration_s,raw_duration_s,split_status,split_blocker_reason,r0_review_status,requires_r1_review,review_only,production_grade,split_preview_only,not_sample_assets,not_recording_segments,not_render_executed,not_ml_training_data,created_at,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T031,001,031,RS_XWC_002_031,XWC_P05_N02,,SAN_GOU_2,散勾二,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T031_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T031_clean_preview.wav,0.000000,10.240000,3.000000,10.240000,0.000,3.000,,,10.240,7.240000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T032,002,032,RS_XWC_002_032,XWC_P05_N03,,SAN_TIAO_3,散挑三,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T032_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T032_clean_preview.wav,10.500000,21.640000,14.790000,21.640000,10.500,14.790,,,21.640,6.850000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T033,003,033,RS_XWC_002_033,XWC_P05_N04,,AN_RING_10_GOU_1,名十勾一,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T033_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T033_clean_preview.wav,21.640000,30.930000,23.840000,30.930000,21.640,23.840,,,30.930,7.090000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T034,004,034,RS_XWC_002_034,XWC_P05_N04,,AN_RING_10_GOU_1,名十勾一,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T034_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T034_clean_preview.wav,30.980000,40.650000,33.580000,40.650000,30.980,33.580,,,40.650,7.070000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T035,005,035,RS_XWC_002_035,XWC_P05_N05,,SAN_TIAO_4,散挑四,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T035_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T035_clean_preview.wav,40.600000,50.000000,42.840000,50.000000,40.600,42.840,,,50.000,7.160000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T036,006,036,RS_XWC_002_036,XWC_P05_N06,,AN_THUMB_9_GOU_1,大九勾一,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T036_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T036_clean_preview.wav,50.000000,59.730000,51.430000,59.730000,50.000,51.430,,,59.730,8.300000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T037,007,037,RS_XWC_002_037,XWC_P05_N06,,AN_THUMB_9_GOU_1,大九勾一,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T037_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T037_clean_preview.wav,59.630000,70.560000,62.680000,70.560000,59.630,62.680,,,70.560,7.880000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T038,008,038,RS_XWC_002_038,XWC_P06_N01,,SAN_TIAO_4,散挑四,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T038_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T038_clean_preview.wav,70.560000,82.000000,72.610000,82.000000,70.560,72.610,,,82.000,9.390000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T039,009,039,RS_XWC_002_039,XWC_P06_N02,,AN_THUMB_9_GOU_1,大九勾一,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T039_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T039_clean_preview.wav,81.950000,90.820000,83.340000,90.820000,81.950,83.340,,,90.820,7.480000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T040,010,040,RS_XWC_002_040,XWC_P06_N02,,AN_THUMB_9_GOU_1,大九勾一,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/unit_previews/T040_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T040_clean_preview.wav,90.820000,103.281859,92.860000,103.281859,90.820,92.860,,,103.281859,10.421859,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review; terminal take uses raw_end policy; no real next slate
