recording_session_id,recording_id,piece_id,piece_title,qinist_id,qinist_name,batch_id,recording_take_no,batch_take_no,slate_no,script_id,event_id,event_range,gesture_id,normalized_name,realization_variant,expected_sample_type,source_raw_audio,unit_preview_audio,clean_preview_audio,unit_start_s,unit_end_s,clean_start_s,clean_end_s,slate_start_s,slate_end_s,guqin_start_s,tail_end_s,next_slate_start_s,duration_s,raw_duration_s,split_status,split_blocker_reason,r0_review_status,requires_r1_review,review_only,production_grade,split_preview_only,not_sample_assets,not_recording_segments,not_render_executed,not_ml_training_data,created_at,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T041,001,041,RS_XWC_002_041,XWC_P06_N03,,SAN_TIAO_5,散挑五,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T041_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T041_clean_preview.wav,0.000000,11.700000,3.000000,11.700000,0.000,3.000,,,11.700,8.700000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T042,002,042,RS_XWC_002_042,XWC_P06_N04,,AN_THUMB_9_GOU_2,大九勾二,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T042_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T042_clean_preview.wav,11.700000,21.000000,14.500000,21.000000,11.700,14.500,,,21.000,6.500000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T043,003,043,RS_XWC_002_043,XWC_P06_N04,,AN_THUMB_9_GOU_2,大九勾二,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T043_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T043_clean_preview.wav,21.000000,29.820000,23.140000,29.820000,21.000,23.140,,,29.820,6.680000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T044,004,044,RS_XWC_002_044,XWC_P07_N01,,SAN_TIAO_6,散挑六,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T044_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T044_clean_preview.wav,30.020000,39.900000,31.520000,39.900000,30.020,31.520,,,39.900,8.380000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T045,005,045,RS_XWC_002_045,XWC_P07_N02,,AN_THUMB_9_GOU_3,大九勾三,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T045_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T045_clean_preview.wav,39.900000,50.000000,42.000000,50.000000,39.900,42.000,,,50.000,8.000000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T046,006,046,RS_XWC_002_046,XWC_P07_N02,,AN_THUMB_9_GOU_3,大九勾三,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T046_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T046_clean_preview.wav,50.000000,59.420000,51.220000,59.420000,50.000,51.220,,,59.420,8.200000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T047,007,047,RS_XWC_002_047,XWC_P07_N03,,SAN_TIAO_7,散挑七,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T047_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T047_clean_preview.wav,59.520000,68.460000,60.870000,68.460000,59.520,60.870,,,68.460,7.590000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T048,008,048,RS_XWC_002_048,XWC_P07_N04,,AN_THUMB_9_GOU_4,大九勾四,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T048_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T048_clean_preview.wav,68.560000,77.700000,70.500000,77.700000,68.560,70.500,,,77.700,7.200000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T049,009,049,RS_XWC_002_049,XWC_P07_N04,,AN_THUMB_9_GOU_4,大九勾四,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T049_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T049_clean_preview.wav,77.900000,87.820000,80.000000,87.820000,77.900,80.000,,,87.820,7.820000,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T050,010,050,RS_XWC_002_050,XWC_P08_N01,,AN_THUMB_9_GOU_5,大九勾五,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/unit_previews/T050_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T050_clean_preview.wav,87.820000,100.309705,90.140000,100.309705,87.820,90.140,,,100.309705,10.169705,100.309705,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review; terminal take uses raw_end policy; no real next slate
