version_id,event_id,event_range,phrase_id,section_id,recording_take_no,batch_id,source_split_audio,gesture_id,realization_variant,target_attack_time_s,segment_insert_time_s,render_anchor_s,render_anchor_type,pre_attack_music_policy,tail_policy,tail_end_s,segment_start_s_in_render,segment_end_s_in_render,crossfade_ms,overlap_ms,phrase_boundary_role,experimental_render,production_grade,not_sample_assets,not_recording_segments,not_ml_training_data
A_LITERAL,XWC_P01_N01,XWC_P01_N01,XWC_P01_LOCAL_PHRASE,XWC_P01,T001,batch01,clean_previews/T001_clean_preview.wav,SAN_TIAO_7,clean,4.000,1.284,2.716,main_attack,keep_silence,smart_fade_100ms,6.757,1.284,8.084,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P01_N02,XWC_P01_N02,XWC_P01_LOCAL_PHRASE,XWC_P01,T002,batch01,clean_previews/T002_clean_preview.wav,SAN_GOU_5,clean,7.111,5.394,1.717,main_attack,keep_silence,smart_fade_100ms,6.132,5.394,11.554,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P01_N03,XWC_P01_N03,XWC_P01_LOCAL_PHRASE,XWC_P01,T003,batch01,clean_previews/T003_clean_preview.wav,SAN_TIAO_7,clean,10.390,9.155,1.235,main_attack,keep_silence,smart_fade_100ms,6.641,9.155,20.055,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P01_N04,XWC_P01_N04,XWC_P01_LOCAL_PHRASE,XWC_P01,T004,batch01,clean_previews/T004_clean_preview.wav,AN_RING_10_GOU_5,clean,14.115,13.617,0.498,main_attack,keep_silence,smart_fade_100ms,2.606,13.617,20.877,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P02_N01,XWC_P02_N01,XWC_P02_LOCAL_PHRASE,XWC_P02,T006,batch01,clean_previews/T006_clean_preview.wav,SAN_TIAO_7,clean,16.815,16.392,0.423,main_attack,keep_silence,smart_fade_100ms,1.915,16.392,23.782,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P02_N02,XWC_P02_N02,XWC_P02_LOCAL_PHRASE,XWC_P02,T007,batch01,clean_previews/T007_clean_preview.wav,SAN_GOU_5,clean,19.165,18.652,0.513,main_attack,keep_silence,smart_fade_100ms,2.796,18.652,27.352,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P02_N03,XWC_P02_N03,XWC_P02_LOCAL_PHRASE,XWC_P02,T008,batch01,clean_previews/T008_clean_preview.wav,SAN_TIAO_6,clean,21.515,21.199,0.316,main_attack,keep_silence,smart_fade_100ms,4.341,21.199,29.339,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P02_N04,XWC_P02_N04,XWC_P02_LOCAL_PHRASE,XWC_P02,T009,batch01,clean_previews/T009_clean_preview.wav,AN_RING_10_GOU_4,clean,24.619,23.093,1.526,main_attack,keep_silence,smart_fade_100ms,3.766,23.093,32.443,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P02_N05,XWC_P02_N05,XWC_P02_LOCAL_PHRASE,XWC_P02,T011,batch02,clean_previews/T011_clean_preview.wav,SAN_TIAO_7,clean,26.969,24.340,2.629,main_attack,keep_silence,smart_fade_100ms,6.324,24.340,34.910,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P02_N06,XWC_P02_N06,XWC_P02_LOCAL_PHRASE,XWC_P02,T012,batch02,clean_previews/T012_clean_preview.wav,AN_THUMB_9_GOU_4,clean,29.924,27.119,2.805,main_attack,keep_silence,smart_fade_100ms,5.474,27.119,35.239,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P03_N01,XWC_P03_N01,XWC_P03_LOCAL_PHRASE,XWC_P03,T014,batch02,clean_previews/T014_clean_preview.wav,SAN_TIAO_6,clean,32.768,30.836,1.932,main_attack,keep_silence,smart_fade_100ms,4.337,30.836,38.336,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P03_N02,XWC_P03_N02,XWC_P03_LOCAL_PHRASE,XWC_P03,T015,batch02,clean_previews/T015_clean_preview.wav,SAN_GOU_4,clean,35.143,34.263,0.880,main_attack,keep_silence,smart_fade_100ms,3.836,34.263,41.343,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P03_N03,XWC_P03_N03,XWC_P03_LOCAL_PHRASE,XWC_P03,T016,batch02,clean_previews/T016_clean_preview.wav,SAN_TIAO_5,clean,37.765,36.865,0.900,main_attack,keep_silence,smart_fade_100ms,3.135,36.865,44.505,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P03_N04,XWC_P03_N04,XWC_P03_LOCAL_PHRASE,XWC_P03,T017,batch02,clean_previews/T017_clean_preview.wav,AN_RING_10_8_GOU_3,clean,40.115,39.389,0.726,main_attack,keep_silence,smart_fade_100ms,2.690,39.389,46.169,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P03_N05,XWC_P03_N05,XWC_P03_LOCAL_PHRASE,XWC_P03,T019,batch02,clean_previews/T019_clean_preview.wav,SAN_TIAO_6,clean,42.465,42.318,0.147,main_attack,keep_silence,smart_fade_100ms,2.944,42.318,48.898,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P03_N06,XWC_P03_N06,XWC_P03_LOCAL_PHRASE,XWC_P03,T020,batch02,clean_previews/T020_clean_preview.wav,AN_THUMB_9_GOU_3,clean,45.017,43.018,1.999,main_attack,keep_silence,smart_fade_100ms,4.433,43.018,51.542,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P04_N01,XWC_P04_N01,XWC_P04_LOCAL_PHRASE,XWC_P04,T022,batch03,clean_previews/T022_clean_preview.wav,SAN_TIAO_5,clean,47.754,46.502,1.252,main_attack,keep_silence,smart_fade_100ms,3.591,46.502,53.642,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P04_N02,XWC_P04_N02,XWC_P04_LOCAL_PHRASE,XWC_P04,T023,batch03,clean_previews/T023_clean_preview.wav,SAN_GOU_3,clean,50.104,48.920,1.184,main_attack,keep_silence,smart_fade_100ms,4.814,48.920,57.200,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P04_N03,XWC_P04_N03,XWC_P04_LOCAL_PHRASE,XWC_P04,T024,batch03,clean_previews/T024_clean_preview.wav,SAN_TIAO_4,clean,53.030,52.236,0.794,main_attack,keep_silence,smart_fade_100ms,3.503,52.236,61.856,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P04_N04,XWC_P04_N04,XWC_P04_LOCAL_PHRASE,XWC_P04,T025,batch03,clean_previews/T025_clean_preview.wav,AN_RING_10_GOU_2,clean,55.542,54.296,1.246,main_attack,keep_silence,smart_fade_100ms,2.977,54.296,60.856,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P04_N05,XWC_P04_N05,XWC_P04_LOCAL_PHRASE,XWC_P04,T027,batch03,clean_previews/T027_clean_preview.wav,SAN_TIAO_5,clean,57.892,57.727,0.165,main_attack,keep_silence,smart_fade_100ms,2.257,57.727,65.077,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P04_N06,XWC_P04_N06,XWC_P04_LOCAL_PHRASE,XWC_P04,T028,batch03,clean_previews/T028_clean_preview.wav,AN_THUMB_9_GOU_2,clean,60.242,59.857,0.385,main_attack,keep_silence,smart_fade_100ms,2.199,59.857,67.317,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P05_N01,XWC_P05_N01,XWC_P05_LOCAL_PHRASE,XWC_P05,T030,batch03,clean_previews/T030_clean_preview.wav,SAN_TIAO_4,clean,62.942,62.056,0.886,main_attack,keep_silence,smart_fade_100ms,4.140,62.056,72.378,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P05_N02,XWC_P05_N02,XWC_P05_LOCAL_PHRASE,XWC_P05,T031,batch04,clean_previews/T031_clean_preview.wav,SAN_GOU_2,clean,65.699,63.198,2.501,main_attack,keep_silence,smart_fade_100ms,4.409,63.198,70.438,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P05_N03,XWC_P05_N03,XWC_P05_LOCAL_PHRASE,XWC_P05,T032,batch04,clean_previews/T032_clean_preview.wav,SAN_TIAO_3,clean,68.049,67.832,0.217,main_attack,keep_silence,smart_fade_100ms,2.267,67.832,74.682,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P05_N04,XWC_P05_N04,XWC_P05_LOCAL_PHRASE,XWC_P05,T033,batch04,clean_previews/T033_clean_preview.wav,AN_RING_10_GOU_1,clean,70.399,69.096,1.303,main_attack,keep_silence,smart_fade_100ms,3.232,69.096,76.186,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P05_N05,XWC_P05_N05,XWC_P05_LOCAL_PHRASE,XWC_P05,T035,batch04,clean_previews/T035_clean_preview.wav,SAN_TIAO_4,clean,72.749,72.612,0.137,main_attack,keep_silence,smart_fade_100ms,2.449,72.612,79.772,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P05_N06,XWC_P05_N06,XWC_P05_LOCAL_PHRASE,XWC_P05,T036,batch04,clean_previews/T036_clean_preview.wav,AN_THUMB_9_GOU_1,clean,75.099,72.832,2.267,main_attack,keep_silence,smart_fade_100ms,4.891,72.832,81.132,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P06_N01,XWC_P06_N01,XWC_P06_LOCAL_PHRASE,XWC_P06,T038,batch04,clean_previews/T038_clean_preview.wav,SAN_TIAO_4,clean,77.922,77.290,0.632,main_attack,keep_silence,smart_fade_100ms,3.060,77.290,86.680,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P06_N02,XWC_P06_N02,XWC_P06_LOCAL_PHRASE,XWC_P06,T039,batch04,clean_previews/T039_clean_preview.wav,AN_THUMB_9_GOU_1,clean,80.307,78.785,1.522,main_attack,keep_silence,smart_fade_100ms,3.274,78.785,86.265,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P06_N03,XWC_P06_N03,XWC_P06_LOCAL_PHRASE,XWC_P06,T041,batch05,clean_previews/T041_clean_preview.wav,SAN_TIAO_5,clean,82.657,80.945,1.712,main_attack,keep_silence,smart_fade_100ms,3.509,80.945,89.645,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P06_N04,XWC_P06_N04,XWC_P06_LOCAL_PHRASE,XWC_P06,T042,batch05,clean_previews/T042_clean_preview.wav,AN_THUMB_9_GOU_2,clean,85.007,84.880,0.127,main_attack,keep_silence,smart_fade_100ms,1.354,84.880,91.380,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P07_N01,XWC_P07_N01,XWC_P07_LOCAL_PHRASE,XWC_P07,T044,batch05,clean_previews/T044_clean_preview.wav,SAN_TIAO_6,clean,87.707,87.060,0.647,main_attack,keep_silence,smart_fade_100ms,2.406,87.060,95.440,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P07_N02,XWC_P07_N02,XWC_P07_LOCAL_PHRASE,XWC_P07,T045,batch05,clean_previews/T045_clean_preview.wav,AN_THUMB_9_GOU_3,clean,90.057,89.236,0.821,main_attack,keep_silence,smart_fade_100ms,2.982,89.236,97.236,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P07_N03,XWC_P07_N03,XWC_P07_LOCAL_PHRASE,XWC_P07,T047,batch05,clean_previews/T047_clean_preview.wav,SAN_TIAO_7,clean,92.407,92.001,0.406,main_attack,keep_silence,smart_fade_100ms,3.097,92.001,99.591,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P07_N04,XWC_P07_N04,XWC_P07_LOCAL_PHRASE,XWC_P07,T048,batch05,clean_previews/T048_clean_preview.wav,AN_THUMB_9_GOU_4,clean,94.911,94.229,0.682,main_attack,keep_silence,smart_fade_100ms,2.373,94.229,101.429,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P08_N01,XWC_P08_N01,XWC_P08_LOCAL_PHRASE,XWC_P08,T050,batch05,clean_previews/T050_clean_preview.wav,AN_THUMB_9_GOU_5,clean,97.611,95.732,1.879,main_attack,keep_silence,smart_fade_100ms,4.320,95.732,105.901,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P08_N02,XWC_P08_N02,XWC_P08_LOCAL_PHRASE,XWC_P08,T052,batch06,clean_previews/T052_clean_preview.wav,AN_THUMB_9_GOU_6_SHANG_79,clean,100.001,98.808,1.193,main_attack,keep_silence,smart_fade_100ms,3.057,98.808,108.128,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P08_N03,XWC_P08_N03,XWC_P08_LOCAL_PHRASE,XWC_P08,T054,batch06,clean_previews/T054_clean_preview.wav,SAN_TIAO_7,clean,102.351,101.515,0.836,main_attack,keep_silence,smart_fade_100ms,3.363,101.515,110.575,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P08_N04,XWC_P08_N04,XWC_P08_LOCAL_PHRASE,XWC_P08,T055,batch06,clean_previews/T055_clean_preview.wav,AN_THUMB_9_GOU_4,clean,104.781,103.092,1.689,main_attack,keep_silence,smart_fade_100ms,3.839,103.092,109.482,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P09_N01,XWC_P09_N01,XWC_P09_LOCAL_PHRASE,XWC_P09,T057,batch06,clean_previews/T057_clean_preview.wav,AN_THUMB_9_GOU_4_ZHUANG,clean,107.481,104.697,2.784,main_attack,keep_silence,smart_fade_100ms,4.185,104.697,113.927,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P09_N02,XWC_P09_N02,XWC_P09_LOCAL_PHRASE,XWC_P09,T059,batch06,clean_previews/T059_clean_preview.wav,AN_RING_10_QIAQI,clean,109.831,109.595,0.236,context_first_attach,keep_silence,smart_fade_100ms,1.283,109.595,113.195,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P09_N03,XWC_P09_N03,XWC_P09_LOCAL_PHRASE,XWC_P09,T061,batch07,clean_previews/T061_clean_preview.wav,SAN_TIAO_6,clean,112.181,110.630,1.551,main_attack,keep_silence,smart_fade_100ms,3.764,110.630,119.290,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P09_N04,XWC_P09_N04,XWC_P09_LOCAL_PHRASE,XWC_P09,T062,batch07,clean_previews/T062_clean_preview.wav,AN_RING_10_GOU_4,clean,114.531,113.959,0.572,main_attack,keep_silence,smart_fade_100ms,2.708,113.959,120.539,60,0,phrase_end,true,false,true,true,true
A_LITERAL,XWC_P10_N01,XWC_P10_N01,XWC_P10_LOCAL_PHRASE,XWC_P10,T064,batch07,clean_previews/T064_clean_preview.wav,FAN_SHI_7_GOU_4,clean,117.431,116.371,1.060,main_attack,keep_silence,smart_fade_100ms,3.801,116.371,123.731,60,0,phrase_start,true,false,true,true,true
A_LITERAL,XWC_P10_N02,XWC_P10_N02,XWC_P10_LOCAL_PHRASE,XWC_P10,T065,batch07,clean_previews/T065_clean_preview.wav,FAN_SHI_7_TIAO_7,clean,119.957,119.633,0.324,main_attack,keep_silence,smart_fade_100ms,2.965,119.633,125.443,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P10_N03,XWC_P10_N03,XWC_P10_LOCAL_PHRASE,XWC_P10,T066,batch07,clean_previews/T066_clean_preview.wav,FAN_SHI_7_TIAO_6,clean,122.438,122.231,0.207,main_attack,keep_silence,smart_fade_100ms,1.960,122.231,129.441,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P10_N04,XWC_P10_N04,XWC_P10_LOCAL_PHRASE,XWC_P10,T067,batch07,clean_previews/T067_clean_preview.wav,FAN_SHI_7_TIAO_4,clean,124.788,124.660,0.128,main_attack,keep_silence,smart_fade_100ms,2.899,124.660,131.520,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P10_N05,XWC_P10_N05,XWC_P10_LOCAL_PHRASE,XWC_P10,T068,batch07,clean_previews/T068_clean_preview.wav,FAN_ZHONG_7_GOU_1,clean,127.327,126.816,0.511,main_attack,keep_silence,smart_fade_100ms,2.197,126.816,132.246,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P10_N06,XWC_P10_N06,XWC_P10_LOCAL_PHRASE,XWC_P10,T069,batch07,clean_previews/T069_clean_preview.wav,FAN_DA_7_BO_6,clean,129.677,128.859,0.818,main_attack,keep_silence,smart_fade_100ms,2.900,128.859,136.109,60,0,within_phrase,true,false,true,true,true
A_LITERAL,XWC_P10_N07,XWC_P10_N07,XWC_P10_LOCAL_PHRASE,XWC_P10,T070,batch07,clean_previews/T070_clean_preview.wav,FAN_DA7_ZHONG7_CUO_6_1,clean,132.027,129.300,2.727,main_attack,keep_silence,smart_fade_100ms,7.800,129.300,140.721,60,0,phrase_end,true,false,true,true,true
