recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,unit_id,source_raw_audio,event_id,event_range,gesture_id,expected_sample_type,slate_start_s,slate_end_s,guqin_start_s,tail_end_s,next_slate_start_s,review_status,review_only,production_grade,not_sample_assets,updated_at,file_id,source_audio,take_id,unit_source,unit_status,boundary_unlinked,is_terminal_take,terminal_boundary_policy,terminal_unit_end_s,terminal_reason,next_slate_marker_source,not_sample_ingest,not_recording_segments,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T021,001,RS_XWC_002_021,T021,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,0.000,4.000,,,10.200,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T021,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T022,002,RS_XWC_002_022,T022,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,10.200,12.580,,,19.720,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T022,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T023,003,RS_XWC_002_023,T023,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,19.720,21.720,,,30.000,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T023,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T024,004,RS_XWC_002_024,T024,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,30.000,32.580,,,42.200,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T024,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T025,005,RS_XWC_002_025,T025,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,42.200,45.000,,,51.560,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T025,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T026,006,RS_XWC_002_026,T026,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,51.560,53.500,,,60.820,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T026,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T027,007,RS_XWC_002_027,T027,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,60.820,63.350,,,70.700,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T027,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T028,008,RS_XWC_002_028,T028,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,70.700,73.500,,,80.960,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T028,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T029,009,RS_XWC_002_029,T029,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,80.960,82.920,,,90.600,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T029,asr_candidate,confirmed,false,false,,,,reviewed_marker,true,true,
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T030,010,RS_XWC_002_030,T030,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,,,,,90.600,92.960,,,103.281859,accepted,true,false,true,2026-06-19T11:16:28.005171+00:00,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAzX1QwMjEtVDAzMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,T030,asr_candidate,confirmed,false,true,raw_end,103.281859,no_next_slate_in_batch,terminal_raw_end,true,true,
