recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,unit_id,source_raw_audio,event_id,event_range,gesture_id,unit_start_s,unit_end_s,slate_start_s,slate_end_s,next_slate_start_s,suggested_clean_start_s,suggested_clean_end_s,tail_end_s,split_plan_role,source_boundary_policy,requires_human_confirmation,not_executed,not_recording_segments,not_sample_assets,review_only,production_grade,file_id,source_audio,take_id,guqin_start_s,expected_sample_type,is_terminal_take,terminal_boundary_policy,terminal_unit_end_s,terminal_reason,next_slate_marker_source,planned_unit_start_s,planned_unit_end_s,planned_clean_start_s,planned_clean_end_s,boundary_unlinked,notes,updated_at
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T011,001,RS_XWC_002_011,T011,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,3.220,15.780,3.220,5.210,15.780,5.210,15.780,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T011,,,false,,,,reviewed_marker,3.220,15.780,5.210,15.780,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T012,002,RS_XWC_002_012,T012,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,15.780,26.340,15.780,18.220,26.340,18.220,26.340,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T012,,,false,,,,reviewed_marker,15.780,26.340,18.220,26.340,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T013,003,RS_XWC_002_013,T013,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,26.340,37.300,26.340,28.390,37.300,28.390,37.300,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T013,,,false,,,,reviewed_marker,26.340,37.300,28.390,37.300,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T014,004,RS_XWC_002_014,T014,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,37.300,47.160,37.300,39.660,47.160,39.660,47.160,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T014,,,false,,,,reviewed_marker,37.300,47.160,39.660,47.160,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T015,005,RS_XWC_002_015,T015,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,47.160,56.320,47.160,49.240,56.320,49.240,56.320,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T015,,,false,,,,reviewed_marker,47.160,56.320,49.240,56.320,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T016,006,RS_XWC_002_016,T016,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,56.320,65.760,56.320,58.120,65.760,58.120,65.760,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T016,,,false,,,,reviewed_marker,56.320,65.760,58.120,65.760,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T017,007,RS_XWC_002_017,T017,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,65.760,75.220,65.760,68.440,75.220,68.440,75.220,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T017,,,false,,,,reviewed_marker,65.760,75.220,68.440,75.220,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T018,008,RS_XWC_002_018,T018,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,75.220,83.940,75.220,78.020,83.940,78.020,83.940,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T018,,,false,,,,reviewed_marker,75.220,83.940,78.020,83.940,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T019,009,RS_XWC_002_019,T019,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,83.940,93.320,83.940,86.740,93.320,86.740,93.320,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T019,,,false,,,,reviewed_marker,83.940,93.320,86.740,93.320,false,,2026-06-19T11:14:01.092933+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch02,T020,010,RS_XWC_002_020,T020,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,,,,93.320,104.024898,93.320,95.500,104.024898,95.500,104.024898,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDAyX1QwMTEtVDAyMC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,T020,,,true,raw_end,104.024898,no_next_slate_in_batch,terminal_raw_end,93.320,104.024898,95.500,104.024898,false,,2026-06-19T11:14:01.092933+00:00
