recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,take_id,segment_id,source_split_audio,event_id,event_range,gesture_id,realization_variant,pre_idle_end_s,gesture_start_s,render_anchor_s,tail_end_s,render_anchor_type,pre_attack_music_policy,tail_policy,segment_status,review_status,review_only,production_grade,not_sample_assets,not_render_executed,not_ml_training_data,updated_at,source_raw_audio,source_audio,variant,anchor_type,render_usable,segment_status_label_zh,review_status_label_zh,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T021,001,RS_XWC_002_021,T021,RECD2_BATCH03_T021,clean_previews/T021_clean_preview.wav,XWC_P03_N06,,AN_THUMB_9_GOU_3,clean,0.731,0.831,0.831,3.237,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T021_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T022,002,RS_XWC_002_022,T022,RECD2_BATCH03_T022,clean_previews/T022_clean_preview.wav,XWC_P04_N01,,SAN_TIAO_5,clean,1.202,1.252,1.252,3.591,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T022_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T023,003,RS_XWC_002_023,T023,RECD2_BATCH03_T023,clean_previews/T023_clean_preview.wav,XWC_P04_N02,,SAN_GOU_3,clean,1.134,1.184,1.184,4.814,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T023_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T024,004,RS_XWC_002_024,T024,RECD2_BATCH03_T024,clean_previews/T024_clean_preview.wav,XWC_P04_N03,,SAN_TIAO_4,clean,0.744,0.794,0.794,3.503,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T024_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T025,005,RS_XWC_002_025,T025,RECD2_BATCH03_T025,clean_previews/T025_clean_preview.wav,XWC_P04_N04,,AN_RING_10_GOU_2,clean,1.196,1.246,1.246,2.977,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T025_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T026,006,RS_XWC_002_026,T026,RECD2_BATCH03_T026,clean_previews/T026_clean_preview.wav,XWC_P04_N04,,AN_RING_10_GOU_2,clean,1.941,1.991,1.991,3.839,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T026_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T027,007,RS_XWC_002_027,T027,RECD2_BATCH03_T027,clean_previews/T027_clean_preview.wav,XWC_P04_N05,,SAN_TIAO_5,clean,0.115,0.165,0.165,2.257,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T027_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T028,008,RS_XWC_002_028,T028,RECD2_BATCH03_T028,clean_previews/T028_clean_preview.wav,XWC_P04_N06,,AN_THUMB_9_GOU_2,clean,0.335,0.385,0.385,2.199,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T028_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T029,009,RS_XWC_002_029,T029,RECD2_BATCH03_T029,clean_previews/T029_clean_preview.wav,XWC_P04_N06,,AN_THUMB_9_GOU_2,clean,1.500,1.750,1.800,3.649,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T029_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T030,010,RS_XWC_002_030,T030,RECD2_BATCH03_T030,clean_previews/T030_clean_preview.wav,XWC_P05_N01,,SAN_TIAO_4,clean,0.836,0.886,0.886,4.140,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T030_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
