recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,segment_id,marker_id,marker_type,time_s,source,review_status,nudge_total_ms,review_only,production_grade,not_sample_assets,not_render_executed,not_ml_training_data,updated_at,take_id,source_raw_audio,source_split_audio,source_audio,event_id,event_range,gesture_id,realization_variant,variant,confidence,marker_label_zh,training_value_class,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T021,001,RS_XWC_002_021,RECD2_BATCH03_T021,RECD2_BATCH03_T021:pre_idle_end,pre_idle_end,0.731,human_adjusted,accepted,-100,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T021,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T021_clean_preview.wav,clean_previews/T021_clean_preview.wav,XWC_P03_N06,,AN_THUMB_9_GOU_3,clean,clean,0.55,前置空白结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T021,001,RS_XWC_002_021,RECD2_BATCH03_T021,RECD2_BATCH03_T021:gesture_start,gesture_start,0.831,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T021,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T021_clean_preview.wav,clean_previews/T021_clean_preview.wav,XWC_P03_N06,,AN_THUMB_9_GOU_3,clean,clean,0.55,前导起势,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T021,001,RS_XWC_002_021,RECD2_BATCH03_T021,RECD2_BATCH03_T021:render_anchor,render_anchor,0.831,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T021,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T021_clean_preview.wav,clean_previews/T021_clean_preview.wav,XWC_P03_N06,,AN_THUMB_9_GOU_3,clean,clean,0.55,渲染锚点,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T021,001,RS_XWC_002_021,RECD2_BATCH03_T021,RECD2_BATCH03_T021:tail_end,tail_end,3.237,human_adjusted,accepted,-100,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T021,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T021_clean_preview.wav,clean_previews/T021_clean_preview.wav,XWC_P03_N06,,AN_THUMB_9_GOU_3,clean,clean,0.55,尾音结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T022,002,RS_XWC_002_022,RECD2_BATCH03_T022,RECD2_BATCH03_T022:pre_idle_end,pre_idle_end,1.202,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T022,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T022_clean_preview.wav,clean_previews/T022_clean_preview.wav,XWC_P04_N01,,SAN_TIAO_5,clean,clean,0.55,前置空白结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T022,002,RS_XWC_002_022,RECD2_BATCH03_T022,RECD2_BATCH03_T022:gesture_start,gesture_start,1.252,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T022,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T022_clean_preview.wav,clean_previews/T022_clean_preview.wav,XWC_P04_N01,,SAN_TIAO_5,clean,clean,0.55,前导起势,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T022,002,RS_XWC_002_022,RECD2_BATCH03_T022,RECD2_BATCH03_T022:render_anchor,render_anchor,1.252,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T022,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T022_clean_preview.wav,clean_previews/T022_clean_preview.wav,XWC_P04_N01,,SAN_TIAO_5,clean,clean,0.55,渲染锚点,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T022,002,RS_XWC_002_022,RECD2_BATCH03_T022,RECD2_BATCH03_T022:tail_end,tail_end,3.591,human_adjusted,accepted,1000,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T022,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T022_clean_preview.wav,clean_previews/T022_clean_preview.wav,XWC_P04_N01,,SAN_TIAO_5,clean,clean,0.55,尾音结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T023,003,RS_XWC_002_023,RECD2_BATCH03_T023,RECD2_BATCH03_T023:pre_idle_end,pre_idle_end,1.134,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T023,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T023_clean_preview.wav,clean_previews/T023_clean_preview.wav,XWC_P04_N02,,SAN_GOU_3,clean,clean,0.55,前置空白结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T023,003,RS_XWC_002_023,RECD2_BATCH03_T023,RECD2_BATCH03_T023:gesture_start,gesture_start,1.184,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T023,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T023_clean_preview.wav,clean_previews/T023_clean_preview.wav,XWC_P04_N02,,SAN_GOU_3,clean,clean,0.55,前导起势,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch03,T023,003,RS_XWC_002_023,RECD2_BATCH03_T023,RECD2_BATCH03_T023:render_anchor,render_anchor,1.184,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T02:32:26.314035+00:00,T023,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,clean_previews/T023_clean_preview.wav,clean_previews/T023_clean_preview.wav,XWC_P04_N02,,SAN_GOU_3,clean,clean,0.55,渲染锚点,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
