recording_session_id,recording_id,piece_id,piece_title,qinist_id,qinist_name,batch_id,recording_take_no,batch_take_no,slate_no,script_id,event_id,event_range,gesture_id,normalized_name,realization_variant,expected_sample_type,source_raw_audio,unit_preview_audio,clean_preview_audio,unit_start_s,unit_end_s,clean_start_s,clean_end_s,slate_start_s,slate_end_s,guqin_start_s,tail_end_s,next_slate_start_s,duration_s,raw_duration_s,split_status,split_blocker_reason,r0_review_status,requires_r1_review,review_only,production_grade,split_preview_only,not_sample_assets,not_recording_segments,not_render_executed,not_ml_training_data,created_at,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T021,001,021,RS_XWC_002_021,XWC_P03_N06,,AN_THUMB_9_GOU_3,大九勾三,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T021_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T021_clean_preview.wav,0.000000,10.200000,4.000000,10.200000,0.000,4.000,,,10.200,6.200000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T022,002,022,RS_XWC_002_022,XWC_P04_N01,,SAN_TIAO_5,散挑五,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T022_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T022_clean_preview.wav,10.200000,19.720000,12.580000,19.720000,10.200,12.580,,,19.720,7.140000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T023,003,023,RS_XWC_002_023,XWC_P04_N02,,SAN_GOU_3,散勾三,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T023_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T023_clean_preview.wav,19.720000,30.000000,21.720000,30.000000,19.720,21.720,,,30.000,8.280000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T024,004,024,RS_XWC_002_024,XWC_P04_N03,,SAN_TIAO_4,散挑四,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T024_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T024_clean_preview.wav,30.000000,42.200000,32.580000,42.200000,30.000,32.580,,,42.200,9.620000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T025,005,025,RS_XWC_002_025,XWC_P04_N04,,AN_RING_10_GOU_2,名十勾二,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T025_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T025_clean_preview.wav,42.200000,51.560000,45.000000,51.560000,42.200,45.000,,,51.560,6.560000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T026,006,026,RS_XWC_002_026,XWC_P04_N04,,AN_RING_10_GOU_2,名十勾二,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T026_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T026_clean_preview.wav,51.560000,60.820000,53.500000,60.820000,51.560,53.500,,,60.820,7.320000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T027,007,027,RS_XWC_002_027,XWC_P04_N05,,SAN_TIAO_5,散挑五,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T027_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T027_clean_preview.wav,60.820000,70.700000,63.350000,70.700000,60.820,63.350,,,70.700,7.350000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T028,008,028,RS_XWC_002_028,XWC_P04_N06,,AN_THUMB_9_GOU_2,大九勾二,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T028_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T028_clean_preview.wav,70.700000,80.960000,73.500000,80.960000,70.700,73.500,,,80.960,7.460000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T029,009,029,RS_XWC_002_029,XWC_P04_N06,,AN_THUMB_9_GOU_2,大九勾二,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T029_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T029_clean_preview.wav,80.960000,90.600000,82.920000,90.600000,80.960,82.920,,,90.600,7.680000,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T030,010,030,RS_XWC_002_030,XWC_P05_N01,,SAN_TIAO_4,散挑四,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/unit_previews/T030_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T030_clean_preview.wav,90.600000,103.281859,92.960000,103.281859,90.600,92.960,,,103.281859,10.321859,103.281859,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review; terminal take uses raw_end policy; no real next slate
