recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,unit_id,source_raw_audio,event_id,event_range,gesture_id,unit_start_s,unit_end_s,slate_start_s,slate_end_s,next_slate_start_s,suggested_clean_start_s,suggested_clean_end_s,tail_end_s,split_plan_role,source_boundary_policy,requires_human_confirmation,not_executed,not_recording_segments,not_sample_assets,review_only,production_grade,file_id,source_audio,take_id,guqin_start_s,expected_sample_type,is_terminal_take,terminal_boundary_policy,terminal_unit_end_s,terminal_reason,next_slate_marker_source,planned_unit_start_s,planned_unit_end_s,planned_clean_start_s,planned_clean_end_s,boundary_unlinked,notes,updated_at
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T051,001,RS_XWC_002_051,T051,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,3.560,13.840,3.560,6.760,13.840,6.760,13.840,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T051,,,false,,,,reviewed_marker,3.560,13.840,6.760,13.840,false,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T052,002,RS_XWC_002_052,T052,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,13.840,25.600,13.840,16.280,25.600,16.280,25.600,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T052,,,false,,,,reviewed_marker,13.840,25.600,16.280,25.600,false,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T053,003,RS_XWC_002_053,T053,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,25.600,35.480,25.600,27.420,35.480,27.420,35.480,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T053,,,false,,,,reviewed_marker,25.600,35.480,27.420,35.480,false,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T054,004,RS_XWC_002_054,T054,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,35.480,46.480,35.480,37.420,46.480,37.420,46.480,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T054,,,false,,,,reviewed_marker,35.480,46.480,37.420,46.480,false,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T055,005,RS_XWC_002_055,T055,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,46.480,54.810,46.480,48.420,54.810,48.420,54.810,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T055,,,false,,,,reviewed_marker,46.480,54.810,48.420,54.810,true,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T056,006,RS_XWC_002_056,T056,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,55.210,69.220,55.210,60.460,69.220,60.460,69.220,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T056,,,false,,,,reviewed_marker,55.210,69.220,60.460,69.220,false,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T057,007,RS_XWC_002_057,T057,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,69.220,80.430,69.220,71.200,80.430,71.200,80.430,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T057,,,false,,,,reviewed_marker,69.220,80.430,71.200,80.430,true,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T058,008,RS_XWC_002_058,T058,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,80.680,89.200,80.680,84.380,89.200,84.380,89.200,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T058,,,false,,,,reviewed_marker,80.680,89.200,84.380,89.200,true,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T059,009,RS_XWC_002_059,T059,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,89.350,95.800,89.350,92.200,95.800,92.200,95.800,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T059,,,false,,,,reviewed_marker,89.350,95.800,92.200,95.800,false,,2026-06-19T11:30:17.021835+00:00
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch06,T060,010,RS_XWC_002_060,T060,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,,,,95.800,107.740091,95.800,97.700,107.740091,97.700,107.740091,,clean_preview,reviewed_required_markers,true,true,true,true,true,false,UUlOSVNUXzAwMi9YV0MvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVC9yYXcvUlNfWFdDXzAwMl9CQUlZQV9QSUxPVF9iYXRjaDA2X1QwNTEtVDA2MC53YXY,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,T060,,,true,raw_end,107.740091,no_next_slate_in_batch,terminal_raw_end,95.800,107.740091,97.700,107.740091,false,,2026-06-19T11:30:17.021835+00:00
