recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,take_id,segment_id,source_split_audio,event_id,event_range,gesture_id,realization_variant,pre_idle_end_s,gesture_start_s,render_anchor_s,tail_end_s,render_anchor_type,pre_attack_music_policy,tail_policy,segment_status,review_status,review_only,production_grade,not_sample_assets,not_render_executed,not_ml_training_data,updated_at,source_raw_audio,source_audio,variant,anchor_type,render_usable,segment_status_label_zh,review_status_label_zh,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T061,001,RS_XWC_002_061,T061,RECD2_BATCH07_T061,clean_previews/T061_clean_preview.wav,XWC_P09_N03,,SAN_TIAO_6,clean,1.501,1.551,1.551,3.764,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T061_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T062,002,RS_XWC_002_062,T062,RECD2_BATCH07_T062,clean_previews/T062_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,0.522,0.572,0.572,2.708,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T062_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T063,003,RS_XWC_002_063,T063,RECD2_BATCH07_T063,clean_previews/T063_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,1.264,1.364,1.414,2.798,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T063_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T064,004,RS_XWC_002_064,T064,RECD2_BATCH07_T064,clean_previews/T064_clean_preview.wav,XWC_P10_N01,,FAN_SHI_7_GOU_4,clean,1.010,1.060,1.060,3.801,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T064_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T065,005,RS_XWC_002_065,T065,RECD2_BATCH07_T065,clean_previews/T065_clean_preview.wav,XWC_P10_N02,,FAN_SHI_7_TIAO_7,clean,0.274,0.324,0.324,2.965,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T065_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T066,006,RS_XWC_002_066,T066,RECD2_BATCH07_T066,clean_previews/T066_clean_preview.wav,XWC_P10_N03,,FAN_SHI_7_TIAO_6,clean,0.157,0.207,0.207,1.960,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T066_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T067,007,RS_XWC_002_067,T067,RECD2_BATCH07_T067,clean_previews/T067_clean_preview.wav,XWC_P10_N04,,FAN_SHI_7_TIAO_4,clean,0.078,0.128,0.128,2.899,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T067_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T068,008,RS_XWC_002_068,T068,RECD2_BATCH07_T068,clean_previews/T068_clean_preview.wav,XWC_P10_N05,,FAN_ZHONG_7_GOU_1,clean,0.461,0.511,0.511,2.197,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T068_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T069,009,RS_XWC_002_069,T069,RECD2_BATCH07_T069,clean_previews/T069_clean_preview.wav,XWC_P10_N06,,FAN_DA_7_BO_6,clean,0.768,0.818,0.818,2.900,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T069_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T070,010,RS_XWC_002_070,T070,RECD2_BATCH07_T070,clean_previews/T070_clean_preview.wav,XWC_P10_N07,,FAN_DA7_ZHONG7_CUO_6_1,clean,2.577,2.677,2.727,7.800,main_attack,keep_silence,smart_fade_100ms,render_usable,accepted,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T070_clean_preview.wav,clean,main_attack,true,渲染可用,已确认,RECD-2 clean preview only; requires VARW-R1 review before any downstream use.
