recording_session_id,recording_id,piece_id,piece_title,qinist_id,qinist_name,batch_id,recording_take_no,batch_take_no,slate_no,script_id,event_id,event_range,gesture_id,normalized_name,realization_variant,expected_sample_type,source_raw_audio,unit_preview_audio,clean_preview_audio,unit_start_s,unit_end_s,clean_start_s,clean_end_s,slate_start_s,slate_end_s,guqin_start_s,tail_end_s,next_slate_start_s,duration_s,raw_duration_s,split_status,split_blocker_reason,r0_review_status,requires_r1_review,review_only,production_grade,split_preview_only,not_sample_assets,not_recording_segments,not_render_executed,not_ml_training_data,created_at,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T051,001,051,RS_XWC_002_051,XWC_P08_N01,,AN_THUMB_9_GOU_5,大九勾五,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T051_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T051_clean_preview.wav,3.560000,13.840000,6.760000,13.840000,3.560,6.760,,,13.840,7.080000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T052,002,052,RS_XWC_002_052,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,大九勾六上七九,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T052_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T052_clean_preview.wav,13.840000,25.600000,16.280000,25.600000,13.840,16.280,,,25.600,9.320000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T053,003,053,RS_XWC_002_053,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,大九勾六上七九,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T053_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T053_clean_preview.wav,25.600000,35.480000,27.420000,35.480000,25.600,27.420,,,35.480,8.060000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T054,004,054,RS_XWC_002_054,XWC_P08_N03,,SAN_TIAO_7,散挑七,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T054_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T054_clean_preview.wav,35.480000,46.480000,37.420000,46.480000,35.480,37.420,,,46.480,9.060000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T055,005,055,RS_XWC_002_055,XWC_P08_N04,,AN_THUMB_9_GOU_4,大九勾四,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T055_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T055_clean_preview.wav,46.480000,54.810000,48.420000,54.810000,46.480,48.420,,,54.810,6.390000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T056,006,056,RS_XWC_002_056,XWC_P08_N04,,AN_THUMB_9_GOU_4,大九勾四,chuo,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T056_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T056_clean_preview.wav,55.210000,69.220000,60.460000,69.220000,55.210,60.460,,,69.220,8.760000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T057,007,057,RS_XWC_002_057,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,大九勾四撞,straight,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T057_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T057_clean_preview.wav,69.220000,80.430000,71.200000,80.430000,69.220,71.200,,,80.430,9.230000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T058,008,058,RS_XWC_002_058,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,大九勾四撞,zhu,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T058_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T058_clean_preview.wav,80.680000,89.200000,84.380000,89.200000,80.680,84.380,,,89.200,4.820000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T059,009,059,RS_XWC_002_059,XWC_P09_N02,,AN_RING_10_QIAQI,名十掐起,atomic,atomic,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T059_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T059_clean_preview.wav,89.350000,95.800000,92.200000,95.800000,89.350,92.200,,,95.800,3.600000,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T060,010,060,RS_XWC_002_060,XWC_P09_N02,XWC_P09_N01_to_N02,AN_RING_10_QIAQI,名十掐起,context,context,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/unit_previews/T060_unit_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T060_clean_preview.wav,95.800000,107.740091,97.700000,107.740091,95.800,97.700,,,107.740091,10.040091,107.740091,preview_created,,accepted,true,true,false,true,true,true,true,true,2026-06-19T19:43:49+08:00,controlled split preview from R0 reviewed split_plan; not sample asset; requires R1 review; terminal take uses raw_end policy; no real next slate
